BERTScore_Prec,BERTScore_Rec,BERTScore_F1,Dist1,Dist2,C Score,Persona Distance,UniEval Naturalness,UniEval Coherence,UniEval Engagingness,UniEval Groundedness,UniEval Understandability,UniEval Overall,response_time
0.858931303024292,0.8190460205078125,0.8385146260261536,0.7228915662650602,1.0,1.0,0.556003749370575,0.8997147945902944,0.9964316584942557,3.9506586820779734,0.998372973133849,0.9034418113059793,1.5497239839204704,2.2166244983673096
0.8456631898880005,0.8884291648864746,0.8665188550949097,0.8,0.9864864864864865,1.0,0.7083020806312561,0.9079587286339269,0.9981906210606164,2.4760036876012403,0.9399486659643606,0.9224999821184616,1.248920337075721,2.716650009155273
0.8424550890922546,0.8621530532836914,0.8521901965141296,0.8333333333333334,1.0,1.0,0.6660524010658264,0.8430174912121037,0.9979935899513691,3.9456476489292274,0.9770407562509605,0.846527527163836,1.5220454027014994,2.688314199447632
0.866011917591095,0.909247636795044,0.8871033191680908,0.7924528301886793,0.9807692307692307,1.0,0.6315889358520508,0.9503958485375682,0.9984391486722659,2.4760036876012403,0.9273289057749274,0.9508044146042962,1.2605944010380596,1.9869654178619385
0.8395464420318604,0.8534802198410034,0.846455991268158,0.8333333333333334,0.9830508474576272,0.0,0.6863867044448853,0.8950348935169858,0.9951178617706321,3.947064791683819,0.9819669590915211,0.9251905645097623,1.548875014114544,2.425689458847046
0.8416451215744019,0.8488321304321289,0.8452233672142029,0.8852459016393442,1.0,0.0,0.48918378353118896,0.938150522254384,0.9986749953142037,2.4760036876012403,0.9792090762741569,0.9421352038143508,1.266834697051667,2.779226303100586
0.8346677422523499,0.8760251402854919,0.8548464775085449,0.9534883720930233,1.0,0.0,0.6389679312705994,0.9594908537718745,0.9955234717817179,1.9925344675837076,0.9463756214781412,0.9524480845569777,1.169274499834484,2.0510149002075195
0.8276101350784302,0.8715496063232422,0.8490117192268372,0.7777777777777778,0.975,0.0,0.634293258190155,0.8382363556221283,0.9991300459299627,3.9243248864014006,0.9397980411822847,0.8669144238449026,1.5136807505961358,3.637453317642212
0.8329439759254456,0.8672137260437012,0.8497335314750671,0.803921568627451,1.0,-1.0,0.6337305307388306,0.9079587286339269,0.9981906210606164,1.4703769348210176,0.9399486659643606,0.9224999821184616,1.0477949865196765,2.110921621322632
0.873752236366272,0.8648132085800171,0.8692597150802612,0.7763157894736842,0.9866666666666667,0.0,0.6133943200111389,0.8430174912121037,0.9979935899513691,2.958145038107315,0.9770407562509605,0.846527527163836,1.324544880537117,2.111628532409668
0.875207781791687,0.9722363352775574,0.9211741089820862,0.9782608695652174,1.0,1.0,0.6725144982337952,0.9503958485375682,0.9984391486722659,2.4697430526537385,0.9273289057749274,0.9508044146042962,1.2593422740485594,1.983156681060791
0.8357962369918823,0.8407855033874512,0.8382834196090698,0.8556701030927835,0.9895833333333334,1.0,0.640163004398346,0.8950348935169858,0.9951178617706321,3.9552864358000313,0.9819669590915211,0.9251905645097623,1.5505193429377866,2.3332841396331787
0.8518586158752441,0.8826805949211121,0.8669957518577576,0.9215686274509803,1.0,1.0,0.7384524941444397,0.938150522254384,0.9986749953142037,2.469931851476609,0.9792090762741569,0.9421352038143508,1.2656203298267408,2.0944244861602783
0.8288588523864746,0.8567997217178345,0.8425977230072021,0.8441558441558441,1.0,0.0,0.4684848487377167,0.9594908537718745,0.9955234717817179,2.9556277655617085,0.9463756214781412,0.9524480845569777,1.361893159430084,2.6479332447052
0.841111958026886,0.8723021149635315,0.8564231395721436,0.9130434782608695,1.0,0.0,0.6048315763473511,0.8382363556221283,0.9991300459299627,0.4773973704834923,0.9397980411822847,0.8669144238449026,0.8242952474125541,2.5136375427246094
0.8817874193191528,0.9041857719421387,0.8928461074829102,0.8181818181818182,1.0,0.0,0.6337189674377441,0.9437438856218294,0.9989107463946496,2.9492420916254076,0.9222256730163696,0.9418793993190293,1.3512003591954573,2.41153621673584
0.8679725527763367,0.8735024333000183,0.8707287311553955,0.7931034482758621,0.9649122807017544,1.0,0.6531600952148438,0.8430174912121037,0.9979935899513691,1.9989201549294178,0.9770407562509605,0.846527527163836,1.1326999039015375,2.634354591369629
0.8624958992004395,0.8705021142959595,0.8664804697036743,0.8045977011494253,0.9767441860465116,1.0,0.503909170627594,0.9503958485375682,0.9984391486722659,3.9415262195988814,0.9273289057749274,0.9508044146042962,1.5536989074375878,1.9927783012390137
0.8466622829437256,0.9343277215957642,0.8883374333381653,0.8490566037735849,1.0,1.0,0.5370029211044312,0.8950348935169858,0.9951178617706321,1.9989201549294178,0.9819669590915211,0.9251905645097623,1.1592460867636638,1.9956676959991453
0.8452358245849609,0.887367844581604,0.8657895922660828,0.8333333333333334,1.0,1.0,0.7004594206809998,0.938150522254384,0.9986749953142037,3.947565367108689,0.9792090762741569,0.9421352038143508,1.561147032953157,1.9009485244750977
0.855448305606842,0.8820768594741821,0.8685584664344788,0.8032786885245902,0.9833333333333333,0.0,0.6715730428695679,0.9594908537718745,0.9955234717817179,2.988561593652821,0.9463756214781412,0.9524480845569777,1.3684799250483066,2.163816452026367
0.8631991147994995,0.8521654605865479,0.8576468229293823,0.8311688311688312,0.9868421052631579,1.0,0.6221271753311157,0.8382363556221283,0.9991300459299627,2.9490562841239787,0.9397980411822847,0.8669144238449026,1.3186270301406515,2.116901636123657
0.822404146194458,0.8828029632568359,0.8515338897705078,0.875,0.9787234042553191,1.0,0.7124792337417603,0.9437438856218294,0.9989107463946496,2.988561593652821,0.9222256730163696,0.9418793993190293,1.35906425960094,1.9479150772094729
0.8552015423774719,0.8923802375793457,0.8733954429626465,0.8333333333333334,0.9846153846153847,1.0,0.7441351413726807,0.9269534354069675,0.9958167867707918,2.9505839254462582,0.9902946587400859,0.9188826084395763,1.3565062829607357,2.0658087730407715
0.8696321845054626,0.8753159046173096,0.8724647164344788,0.9259259259259259,1.0,1.0,0.5505183339118958,0.9503958485375682,0.9984391486722659,0.9996576102251341,0.9273289057749274,0.9508044146042962,0.9653251855628383,1.8610045909881592
0.859266459941864,0.9040489792823792,0.8810890913009644,0.9411764705882353,1.0,0.0,0.49898281693458557,0.8950348935169858,0.9951178617706321,2.9879226050478738,0.9819669590915211,0.9251905645097623,1.357046576787355,2.168885946273804
0.8377017974853516,0.8655354976654053,0.8513911962509155,0.8382352941176471,0.9850746268656716,0.0,0.5058276057243347,0.938150522254384,0.9986749953142037,2.1105957706269356,0.9792090762741569,0.9421352038143508,1.1937531136568063,2.2258331775665283
0.8558804988861084,0.9714958667755127,0.9100307822227478,0.8431372549019608,1.0,1.0,0.4320579171180725,0.9594908537718745,0.9955234717817179,1.9962774656793472,0.9463756214781412,0.9524480845569777,1.1700230994536116,2.3101844787597656
0.8638290166854858,0.8879711031913757,0.8757337331771851,0.8392857142857143,0.9636363636363636,0.0,0.44834020733833313,0.8382363556221283,0.9991300459299627,2.9819901122150907,0.9397980411822847,0.8669144238449026,1.3252137957588739,1.7731425762176514
0.8582334518432617,0.8759233951568604,0.8669882416725159,0.8356164383561644,1.0,0.0,0.5763528347015381,0.9437438856218294,0.9989107463946496,2.116527951724907,0.9222256730163696,0.9418793993190293,1.184657531215357,3.158267021179199
0.8566160202026367,0.8547853827476501,0.8556997179985046,0.8333333333333334,1.0,0.0,0.6442960500717163,0.9269534354069675,0.9958167867707918,3.9812526569193745,0.9902946587400859,0.9188826084395763,1.5626400292553593,2.000071287155152
0.8386686444282532,0.869140625,0.8536328077316284,0.765625,0.9682539682539683,1.0,0.5190376043319702,0.9537510480428849,0.9974206225710295,1.1172657187554347,0.9954681857803889,0.9510066535745229,1.0029824457448522,2.27130389213562
0.8724663853645325,0.9029662013053894,0.8874543309211731,1.0,1.0,0.0,0.7515056133270264,0.8950349135227826,0.9951178943265155,1.9990351824707508,0.9819669499461986,0.9251904935522637,1.1592690867637023,2.6620023250579834
0.8705567121505737,0.8723922967910767,0.871473491191864,0.7415730337078652,0.9545454545454546,1.0,0.2827620804309845,0.9381505467187305,0.9986749953142037,3.9428680534197316,0.9792089887254691,0.9421351232115066,1.5602075414779284,2.9779505729675293
0.8606114983558655,0.8767083287239075,0.8685853481292725,0.8076923076923077,0.987012987012987,1.0,0.547478437423706,0.9594908323254921,0.9955234759539151,3.1525605142114292,0.946375498742855,0.9524481434480655,1.4012796929363511,2.6331005096435547
0.8437792062759399,0.8781859874725342,0.8606387972831726,0.8571428571428571,1.0,0.0,0.6917328238487244,0.8382364373605519,0.9991300450576066,2.9505837584234618,0.9397980938726542,0.8669146701994839,1.3189326009827518,2.138102531433105
0.8546769618988037,0.84684818983078,0.8507445454597473,0.8333333333333334,0.9859154929577465,1.0,0.6268947124481201,0.9437439383579413,0.9989107459294952,3.1525601990406873,0.9222257554701682,0.9418794098454141,1.3918640097287411,2.0966594219207764
0.8285291194915771,0.8842262029647827,0.8554720878601074,0.8636363636363636,0.9767441860465116,0.0,0.7550411224365234,0.9269535709826765,0.9958167807425105,2.9521633666469196,0.9902946541286569,0.9188826084395763,1.356822196188068,2.740143299102783
0.8518969416618347,0.8898914456367493,0.8704798221588135,0.7954545454545454,1.0,1.0,0.5978530049324036,0.9537510267247465,0.9974206136710162,3.1525601990406873,0.9954681769729037,0.9510067208876952,1.4100413474594098,7.648198127746582
0.8555409908294678,0.9377976655960083,0.8947828412055969,0.8108108108108109,0.9722222222222222,1.0,0.5733994841575623,0.877868869052018,0.9993183311633151,1.9960011602868812,0.9993753332893441,0.8870328824849899,1.1519193152553098,1.6882789134979248
0.8719695806503296,0.8520240187644958,0.8618814945220947,0.8533333333333334,1.0,0.0,0.39105740189552307,0.9381505467187305,0.9986749953142037,3.1163004307084803,0.9792089887254691,0.9421351232115066,1.394894016935678,76.58468818664551
0.8495091199874878,0.8597807288169861,0.8546140789985657,0.8461538461538461,1.0,0.0,0.5306577682495117,0.9594908323254921,0.9955234759539151,2.9931387089048154,0.946375498742855,0.9524481434480655,1.3693953318750285,2.589908599853516
0.8389561176300049,0.8777318596839905,0.8579060435295105,0.8142857142857143,0.9855072463768116,1.0,0.49130335450172424,0.8382364373605519,0.9991300450576066,2.1554314565517534,0.9397980938726542,0.8669146701994839,1.15990214060841,2.4166014194488525
0.8785133361816406,0.9190824031829834,0.898340106010437,0.9069767441860465,1.0,1.0,0.5767925381660461,0.9437439383579413,0.9989107459294952,2.9948660428472906,0.9222257554701682,0.9418794098454141,1.3603251784900618,2.096681833267212
0.8265929222106934,0.9098942279815674,0.8662455677986145,0.7727272727272727,0.9692307692307692,1.0,0.6624928116798401,0.9269535709826765,0.9958167807425105,2.9927130073390154,0.9902946541286569,0.9188826084395763,1.364932124326487,2.997138261795044
0.8552793860435486,0.8849350214004517,0.8698545694351196,0.819672131147541,1.0,1.0,0.5800973176956177,0.9537510267247465,0.9974206136710162,2.9961727320923615,0.9954681769729037,0.9510067208876952,1.3787638540697444,1.6435050964355469
0.8394804000854492,0.8804581761360168,0.859481155872345,0.8709677419354839,1.0,1.0,0.7289857268333435,0.877868869052018,0.9993183311633151,2.9957829165718475,0.9993753332893441,0.8870328824849899,1.3518756665123028,6.652451038360596
0.8485853672027588,0.8499130606651306,0.8492486476898193,0.9038461538461539,1.0,0.0,0.7102067470550537,0.9543685608709347,0.9989696667576843,2.9942822645679215,0.9940543159053524,0.9539390596229459,1.3791227735449678,2.234513282775879
0.8593413829803467,0.8682263493537903,0.8637610077857971,0.8387096774193549,1.0,1.0,0.6314394474029541,0.9594908323254921,0.9955234759539151,2.9931387089048154,0.946375498742855,0.9524481434480655,1.3693953318750285,2.4092531204223637
0.8981961011886597,0.8682830333709717,0.882986307144165,0.7368421052631579,0.8928571428571429,0.0,0.5770962834358215,0.8382364373605519,0.9991300450576066,2.9942910706969212,0.9397980938726542,0.8669146701994839,1.3276740634374435,3.443779706954956
0.8773829936981201,0.8798981308937073,0.8786388039588928,0.8108108108108109,1.0,1.0,0.5456497669219971,0.9437439383579413,0.9989107459294952,3.9616707691367545,0.9222257554701682,0.9418794098454141,1.5536861237479545,2.893805503845215
0.8249176144599915,0.930802583694458,0.874667227268219,0.7704918032786885,0.9833333333333333,-1.0,0.417355477809906,0.9269535709826765,0.9958167807425105,2.9942910706969212,0.9902946541286569,0.9188826084395763,1.3652477369980682,2.818864583969116
0.8486075401306152,0.8883686065673828,0.8680329322814941,0.8833333333333333,1.0,0.0,0.5898130536079407,0.9537510267247465,0.9974206136710162,3.963871947086547,0.9954681769729037,0.9510067208876952,1.5723036970685818,2.0507936477661133
0.8409892320632935,0.8247056603431702,0.8327678442001343,0.7746478873239436,0.9857142857142858,0.0,0.5746768116950989,0.877868869052018,0.9993183311633151,3.962823181963003,0.9993753332893441,0.8870328824849899,1.545283719590534,2.360798120498657
0.8287663459777832,0.8542184829711914,0.8412999510765076,0.7380952380952381,0.9397590361445783,1.0,0.5152708292007446,0.9543685608709347,0.9989696667576843,3.997010554857815,0.9940543159053524,0.9539390596229459,1.5796684316029466,2.3913919925689697
